"","ARO1","term1","ARO2","term2","n_unigenes","gene_class1","gene_class2"
"266","ARO:3004623","AAC(3)-IIc","ARO:3002535","AAC(3)-IId",4,"aac","aac"
"267","ARO:3002549","AAC(6')-Ic","ARO:3002590","AAC(6')-Iih",4,"aac","aac"
"268","ARO:3006228","ACC-1a","ARO:3006229","ACC-1b",4,"class C beta-lactamase","class C beta-lactamase"
"269","ARO:3006271","ACT-6","ARO:3001825","ACT-77",4,"class C beta-lactamase","class C beta-lactamase"
"270","ARO:3003857","ADC-13","ARO:3003868","ADC-25",4,"class C beta-lactamase","class C beta-lactamase"
"271","ARO:3006441","ADC-221","ARO:3006390","ADC-84",4,"class C beta-lactamase","class C beta-lactamase"
"272","ARO:3002481","AER-1","ARO:3006949","MAL-1",4,"class A beta-lactamase","class A beta-lactamase"
"273","ARO:3002646","APH(3')-IIc","ARO:3002648","APH(3')-IVa",4,"aph","aph"
"274","ARO:3008082","AST-1","ARO:3004740","BOR-1",4,"class A beta-lactamase","class A beta-lactamase"
"275","ARO:3003180","AST-1","ARO:3004740","KPC-22",4,"class A beta-lactamase","class A beta-lactamase"
"276","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","ARO:3002675","catB2",4,"cat","cat"
"277","ARO:3008081","BMHC-1","ARO:3007855","CHM-1",4,"class B beta-lactamase","class B beta-lactamase"
"278","ARO:3001980","BOR-1","ARO:3008082","CTX-M-121",4,"class A beta-lactamase","class A beta-lactamase"
"279","ARO:3007101","BcIII","ARO:3004749","BCL-1",4,"class A beta-lactamase","class A beta-lactamase"
"280","ARO:3005588","CARB-54","ARO:3008821","PAD-1",4,"class A beta-lactamase","class A beta-lactamase"
"281","ARO:3002246","CARB-7","ARO:3008193","GMA-1",4,"class A beta-lactamase","class A beta-lactamase"
"282","ARO:3003203","CGA-1","ARO:3004766","TLA-2",4,"class A beta-lactamase","class A beta-lactamase"
"283","ARO:3006998","CSP-1","ARO:3006871","SPU-1",4,"class A beta-lactamase","class A beta-lactamase"
"284","ARO:3002674","Campylobacter coli chloramphenicol acetyltransferase","ARO:3004454","Clostridium butyricum catB",4,"cat","cat"
"285","ARO:3003553","CepS","ARO:3008390","MOX-22",4,"class C beta-lactamase","class C beta-lactamase"
"286","ARO:3000582","DHT2-1","ARO:3006872","L1 beta-lactamase",4,"class B beta-lactamase","class B beta-lactamase"
"287","ARO:3006875","EC-14","ARO:3006876","EC-15",4,"class C beta-lactamase","class C beta-lactamase"
"288","ARO:3003564","EXO-1","ARO:3009024","PEN-B2",4,"class A beta-lactamase","class A beta-lactamase"
"289","ARO:3004042","Enterobacter cloacae acrA","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",4,"efflux pump","efflux pump"
"290","ARO:3000605","Erm(31)","ARO:3000598","Erm(36)",4,"erm","erm"
"291","ARO:3001305","Erm(31)","ARO:3000598","ErmU",4,"erm","erm"
"292","ARO:3004606","Erm(31)","ARO:3000598","erm(40)",4,"erm","erm"
"293","ARO:3001304","ErmE","ARO:3000326","ErmS",4,"erm","erm"
"294","ARO:3004113","FosA7","ARO:3005162","FosA7.5",4,"fos","fos"
"295","ARO:3002874","FosA8","ARO:3007371","FosC2",4,"fos","fos"
"296","ARO:3007371","FosA8","ARO:3007368","FosG",4,"fos","fos"
"297","ARO:3007372","FosB5","ARO:3004672","FosBx1",4,"fos","fos"
"298","ARO:3007372","FosBx1","ARO:3007069","FosY",4,"fos","fos"
"299","ARO:3007370","FosH","ARO:3007369","FosI",4,"fos","fos"
"300","ARO:3000582","L1 beta-lactamase","ARO:3007199","PAM-1",4,"class B beta-lactamase","class B beta-lactamase"
"301","ARO:3000582","L1 beta-lactamase","ARO:3006974","POM-1",4,"class B beta-lactamase","class B beta-lactamase"
"302","ARO:3002482","LRA-1","ARO:3009015","PEN-A37",4,"class A beta-lactamase","class A beta-lactamase"
"303","ARO:3002482","LRA-1","ARO:3009026","PEN-B4",4,"class A beta-lactamase","class A beta-lactamase"
"304","ARO:3002484","LRA-13","ARO:3001551","OXA-364",4,"class D beta-lactamase","class D beta-lactamase"
"305","ARO:3007802","LRA-5","ARO:3002483","RATA-2",4,"class A beta-lactamase","class A beta-lactamase"
"306","ARO:3008694","MSI-OXA","ARO:3003719","OXA-1284",4,"class D beta-lactamase","class D beta-lactamase"
"307","ARO:3001407","OXA-12","ARO:3008720","OXA-725",4,"class D beta-lactamase","class D beta-lactamase"
"308","ARO:3001431","OXA-20","ARO:3001415","OXA-37",4,"class D beta-lactamase","class D beta-lactamase"
"309","ARO:3001417","OXA-22","ARO:3005795","OXA-574",4,"class D beta-lactamase","class D beta-lactamase"
"310","ARO:3001681","OXA-278","ARO:3001737","OXA-282",4,"class D beta-lactamase","class D beta-lactamase"
"311","ARO:3001681","OXA-278","ARO:3001740","OXA-285",4,"class D beta-lactamase","class D beta-lactamase"
"312","ARO:3001398","OXA-3","ARO:3005937","OXA-732",4,"class D beta-lactamase","class D beta-lactamase"
"313","ARO:3001769","OXA-42","ARO:3003613","OXA-457",4,"class D beta-lactamase","class D beta-lactamase"
"314","ARO:3001769","OXA-42","ARO:3005793","OXA-569",4,"class D beta-lactamase","class D beta-lactamase"
"315","ARO:3001808","OXA-571","ARO:3005326","OXA-60",4,"class D beta-lactamase","class D beta-lactamase"
"316","ARO:3008821","PAD-1","ARO:3009007","PEN-A29",4,"class A beta-lactamase","class A beta-lactamase"
"317","ARO:3006539","PDC-160","ARO:3005312","PDC-429",4,"class C beta-lactamase","class C beta-lactamase"
"318","ARO:3009029","PJM-1","ARO:3007374","PJM-2",4,"class B beta-lactamase","class B beta-lactamase"
"319","ARO:3004379","QepA2","ARO:3004103","QepA4",4,"MFS efflux pump","MFS efflux pump"
"320","ARO:3007007","RATA-2","ARO:3007802","TER-2",4,"class A beta-lactamase","class A beta-lactamase"
"321","ARO:3003894","Rm3","ARO:3003720","SPG-1",4,"class B beta-lactamase","class B beta-lactamase"
"322","ARO:3006987","SGM-1","ARO:3006990","SGM-4",4,"class A beta-lactamase","class A beta-lactamase"
"323","ARO:3009065","SRT-3","ARO:3006853","SRT-4",4,"class C beta-lactamase","class C beta-lactamase"
"324","ARO:3002891","Streptomyces lividans otr(A)","ARO:3007127","Streptomyces rimosus otr(A)",4,"tet RPG","tet RPG"
"325","ARO:3003202","TLA-1","ARO:3003204","TLA-3",4,"class A beta-lactamase","class A beta-lactamase"
"326","ARO:3002482","blaF","ARO:3003562","LRA-1",4,"class A beta-lactamase","class A beta-lactamase"
"327","ARO:3002815","cipA","ARO:3003907","clbB",4,"target-modifying enzyme","target-modifying enzyme"
"328","ARO:3002703","cmx","ARO:3002690","Streptomyces lividans cmlR",4,"MFS efflux pump","MFS efflux pump"
"329","ARO:3003099","cphA2","ARO:3006924","CVI-1",4,"class B beta-lactamase","class B beta-lactamase"
"330","ARO:3005350","dfrB10","ARO:3007489","DfrB9",4,"dfr","dfr"
"331","ARO:3003021","dfrB10","ARO:3007489","dfrB2",4,"dfr","dfr"
"332","ARO:3003021","dfrB2","ARO:3005350","DfrB9",4,"dfr","dfr"
"333","ARO:3003021","dfrB2","ARO:3003022","dfrB3",4,"dfr","dfr"
"334","ARO:3005350","dfrB3","ARO:3003022","DfrB9",4,"dfr","dfr"
"335","ARO:3000793","mdtB","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",4,"efflux pump","efflux pump"
"336","ARO:3000812","mtrE","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",4,"efflux pump","efflux pump"
"337","ARO:3007109","nimB","ARO:3004655","nimG",4,"nim","nim"
"338","ARO:3007106","nimD","ARO:3007110","nimH",4,"nim","nim"
"339","ARO:3007509","resistance-nodulation-cell division (RND) antibiotic efflux pump","ARO:0010004","Shigella flexneri acrA",4,"efflux pump","efflux pump"
"340","ARO:3007124","tet(W)","ARO:3000194","tet(W/32/O)",4,"tet RPG","tet RPG"
"341","ARO:3004720","tet(X4)","ARO:3005057","tet(X5)",4,"tet enzyme","tet enzyme"
"342","ARO:3005057","tet(X5)","ARO:3005056","tet(X6)",4,"tet enzyme","tet enzyme"
"343","ARO:3002923","vanR gene in vanD cluster","ARO:3007191","vanR gene in vanP cluster",4,"van","van"
"344","ARO:3002965","vanW gene in vanB cluster","ARO:3002964","vanW gene in vanG cluster",4,"van","van"
"345","ARO:3002956","vanY gene in vanB cluster","ARO:3002959","vanY gene in vanG cluster",4,"van","van"
"346","ARO:3002528","AAC(3)-Ia","ARO:3002531","AAC(3)-Ic",3,"aac","aac"
"347","ARO:3002549","AAC(6')-I-48","ARO:3004638","AAC(6')-Ic",3,"aac","aac"
"348","ARO:3002570","AAC(6')-I-48","ARO:3004638","AAC(6')-Iz",3,"aac","aac"
"349","ARO:3002553","AAC(6')-Iak","ARO:3003199","AAC(6')-If",3,"aac","aac"
"350","ARO:3002581","AAC(6')-Ib","ARO:3002546","AAC(6')-Ib10",3,"aac","aac"
"351","ARO:3002581","AAC(6')-Ib10","ARO:3002576","AAC(6')-Ib3",3,"aac","aac"
"352","ARO:3002581","AAC(6')-Ib10","ARO:3002577","AAC(6')-Ib4",3,"aac","aac"
"353","ARO:3002581","AAC(6')-Ib10","ARO:3002580","AAC(6')-Ib9",3,"aac","aac"
"354","ARO:3002580","AAC(6')-Ib4","ARO:3002577","AAC(6')-Ib9",3,"aac","aac"
"355","ARO:3002549","AAC(6')-Ic","ARO:3002594","AAC(6')-IIa",3,"aac","aac"
"356","ARO:3002549","AAC(6')-Ic","ARO:3002556","AAC(6')-Ii",3,"aac","aac"
"357","ARO:3002549","AAC(6')-Ic","ARO:3002589","AAC(6')-Iid",3,"aac","aac"
"358","ARO:3002553","AAC(6')-If","ARO:3002565","AAC(6')-Iu",3,"aac","aac"
"359","ARO:3001817","ACC-1a","ARO:3006228","ACC-3",3,"class C beta-lactamase","class C beta-lactamase"
"360","ARO:3001817","ACC-1b","ARO:3006229","ACC-3",3,"class C beta-lactamase","class C beta-lactamase"
"361","ARO:3001843","ACT-109","ARO:3007892","ACT-22",3,"class C beta-lactamase","class C beta-lactamase"
"362","ARO:3001849","ACT-145","ARO:3007913","ACT-29",3,"class C beta-lactamase","class C beta-lactamase"
"363","ARO:3001848","ACT-28","ARO:3007438","LAQ-1",3,"class C beta-lactamase","class C beta-lactamase"
"364","ARO:3001849","ACT-29","ARO:3001829","ACT-4",3,"class C beta-lactamase","class C beta-lactamase"
"365","ARO:3006244","ACT-49","ARO:3001825","ACT-6",3,"class C beta-lactamase","class C beta-lactamase"
"366","ARO:3006370","ADC-201","ARO:3003868","ADC-25",3,"class C beta-lactamase","class C beta-lactamase"
"367","ARO:3002481","AER-1","ARO:3005588","CARB-54",3,"class A beta-lactamase","class A beta-lactamase"
"368","ARO:3002649","APH(3')-Va","ARO:3002650","APH(3')-Vb",3,"aph","aph"
"369","ARO:3009041","AQU-1","ARO:3002993","RSC1-1",3,"class C beta-lactamase","class C beta-lactamase"
"370","ARO:3009024","AST-1","ARO:3004740","PEN-B2",3,"class A beta-lactamase","class A beta-lactamase"
"371","ARO:3003565","AST-1","ARO:3004740","R39",3,"class A beta-lactamase","class A beta-lactamase"
"372","ARO:3004740","AST-1","ARO:3007182","blaC",3,"class A beta-lactamase","class A beta-lactamase"
"373","ARO:3007635","AXC-3","ARO:3006899","CAE-1",3,"class A beta-lactamase","class A beta-lactamase"
"374","ARO:3003565","BCL-1","ARO:3004749","R39",3,"class A beta-lactamase","class A beta-lactamase"
"375","ARO:3008082","BKC-1","ARO:3004757","BOR-1",3,"class A beta-lactamase","class A beta-lactamase"
"376","ARO:3008082","BKC-2","ARO:3006223","BOR-1",3,"class A beta-lactamase","class A beta-lactamase"
"377","ARO:3001900","BOR-1","ARO:3008082","CTX-M-38",3,"class A beta-lactamase","class A beta-lactamase"
"378","ARO:3007101","BcIII","ARO:3000090","Bla1",3,"class A beta-lactamase","class A beta-lactamase"
"379","ARO:3001900","CAE-1","ARO:3007635","CTX-M-38",3,"class A beta-lactamase","class A beta-lactamase"
"380","ARO:3007635","CAE-1","ARO:3008199","HBL-1",3,"class A beta-lactamase","class A beta-lactamase"
"381","ARO:3007635","CAE-1","ARO:3009015","PEN-A37",3,"class A beta-lactamase","class A beta-lactamase"
"382","ARO:3007635","CAE-1","ARO:3009023","PEN-B1",3,"class A beta-lactamase","class A beta-lactamase"
"383","ARO:3009026","CAE-1","ARO:3007635","PEN-B4",3,"class A beta-lactamase","class A beta-lactamase"
"384","ARO:3004559","CAM-1","ARO:3000840","JOHN-1",3,"class B beta-lactamase","class B beta-lactamase"
"385","ARO:3005588","CARB-50","ARO:3005584","CARB-54",3,"class A beta-lactamase","class A beta-lactamase"
"386","ARO:3007802","CGA-1","ARO:3004766","RATA-2",3,"class A beta-lactamase","class A beta-lactamase"
"387","ARO:3000841","CGB-1","ARO:3008226","IND-18",3,"class B beta-lactamase","class B beta-lactamase"
"388","ARO:3002083","CMY-159","ARO:3006458","CMY-70",3,"class C beta-lactamase","class C beta-lactamase"
"389","ARO:3002111","CMY-159","ARO:3006458","CMY-98",3,"class C beta-lactamase","class C beta-lactamase"
"390","ARO:3002095","CMY-179","ARO:3008116","CMY-82",3,"class C beta-lactamase","class C beta-lactamase"
"391","ARO:3008125","CMY-190","ARO:3007438","LAQ-1",3,"class C beta-lactamase","class C beta-lactamase"
"392","ARO:3008390","CMY-8b","ARO:3006464","MOX-22",3,"class C beta-lactamase","class C beta-lactamase"
"393","ARO:3007374","CRD3-1","ARO:3006864","PJM-1",3,"class B beta-lactamase","class B beta-lactamase"
"394","ARO:3003559","CblA-1","ARO:3002999","cepA",3,"class A beta-lactamase","class A beta-lactamase"
"395","ARO:3006225","CepA-44","ARO:3002364","PER-2",3,"class A beta-lactamase","class A beta-lactamase"
"396","ARO:3006917","CfiA14","ARO:3006908","CfiA26",3,"class B beta-lactamase","class B beta-lactamase"
"397","ARO:3006881","EC-15","ARO:3006876","EC-8",3,"class C beta-lactamase","class C beta-lactamase"
"398","ARO:3002826","EreA","ARO:3000361","EreA2",3,"mel","mel"
"399","ARO:3000598","Erm(31)","ARO:3004596","erm(46)",3,"erm","erm"
"400","ARO:3000599","Erm(33)","ARO:3000347","ErmA",3,"erm","erm"
"401","ARO:3000601","Erm(34)","ARO:3000600","Erm(38)",3,"erm","erm"
"402","ARO:3001305","Erm(34)","ARO:3000600","ErmU",3,"erm","erm"
"403","ARO:3000596","Erm(38)","ARO:3000601","ErmX",3,"erm","erm"
"404","ARO:3000601","Erm(38)","ARO:3004596","erm(46)",3,"erm","erm"
"405","ARO:3007041","Erm(42)","ARO:3003106","Erm(52)",3,"erm","erm"
"406","ARO:3002824","ErmE","ARO:3000326","ErmV",3,"erm","erm"
"407","ARO:3001303","ErmH","ARO:3002823","ErmO-srmA",3,"erm","erm"
"408","ARO:3002823","ErmH","ARO:3001304","ErmS",3,"erm","erm"
"409","ARO:3000606","FEZ-1","ARO:3003720","SPG-1",3,"class B beta-lactamase","class B beta-lactamase"
"410","ARO:3004793","FONA-6","ARO:3009036","RAHN-3",3,"class A beta-lactamase","class A beta-lactamase"
"411","ARO:3002804","FosA2","ARO:3004111","FosA6",3,"fos","fos"
"412","ARO:3002872","FosA3","ARO:3007371","FosA8",3,"fos","fos"
"413","ARO:3007099","FosM1","ARO:3007097","FosM3",3,"fos","fos"
"414","ARO:3002511","GOB-37","ARO:3005686","LRA-12",3,"class B beta-lactamase","class B beta-lactamase"
"415","ARO:3005096","GPC-1","ARO:3008821","PAD-1",3,"class A beta-lactamase","class A beta-lactamase"
"416","ARO:3003894","GRD33-1","ARO:3006926","Rm3",3,"class B beta-lactamase","class B beta-lactamase"
"417","ARO:3002257","IND-17","ARO:3007470","IND-2",3,"class B beta-lactamase","class B beta-lactamase"
"418","ARO:3000582","L1 beta-lactamase","ARO:3008822","PAM-5",3,"class B beta-lactamase","class B beta-lactamase"
"419","ARO:3002482","LRA-1","ARO:3006948","LUT-6",3,"class A beta-lactamase","class A beta-lactamase"
"420","ARO:3002482","LRA-1","ARO:3008992","PEN-A15",3,"class A beta-lactamase","class A beta-lactamase"
"421","ARO:3002482","LRA-1","ARO:3009023","PEN-B1",3,"class A beta-lactamase","class A beta-lactamase"
"422","ARO:3002489","LRA-10","ARO:3002492","LRA-18",3,"class C beta-lactamase","class C beta-lactamase"
"423","ARO:3002513","LRA-17","ARO:3002512","LRA-19",3,"class B beta-lactamase","class B beta-lactamase"
"424","ARO:3006972","LRA-17","ARO:3002512","PLN-1",3,"class B beta-lactamase","class B beta-lactamase"
"425","ARO:3009041","LRA-18","ARO:3002492","RSC1-1",3,"class C beta-lactamase","class C beta-lactamase"
"426","ARO:3006972","LRA-9","ARO:3002488","PLN-1",3,"class B beta-lactamase","class B beta-lactamase"
"427","ARO:3009007","LUT-1","ARO:3006943","PEN-A29",3,"class A beta-lactamase","class A beta-lactamase"
"428","ARO:3006949","MAL-1","ARO:3006950","MAL-2",3,"class A beta-lactamase","class A beta-lactamase"
"429","ARO:3008395","MUN-1","ARO:3008394","MUN-6",3,"class A beta-lactamase","class A beta-lactamase"
"430","ARO:3000378","MexB","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",3,"efflux pump","efflux pump"
"431","ARO:3000803","MexE","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",3,"efflux pump","efflux pump"
"432","ARO:3002514","OCH-1","ARO:3002520","OCH-7",3,"class C beta-lactamase","class C beta-lactamase"
"433","ARO:3002521","OCH-5","ARO:3002518","OCH-8",3,"class C beta-lactamase","class C beta-lactamase"
"434","ARO:3001609","OXA-1043","ARO:3008462","OXA-114a",3,"class D beta-lactamase","class D beta-lactamase"
"435","ARO:3001397","OXA-1083","ARO:3008501","OXA-2",3,"class D beta-lactamase","class D beta-lactamase"
"436","ARO:3001780","OXA-1107","ARO:3008525","OXA-85",3,"class D beta-lactamase","class D beta-lactamase"
"437","ARO:3008526","OXA-1108","ARO:3003620","OXA-464",3,"class D beta-lactamase","class D beta-lactamase"
"438","ARO:3008733","OXA-12","ARO:3001407","OXA-956",3,"class D beta-lactamase","class D beta-lactamase"
"439","ARO:3001398","OXA-21","ARO:3001416","OXA-3",3,"class D beta-lactamase","class D beta-lactamase"
"440","ARO:3001417","OXA-22","ARO:3005093","OXA-899",3,"class D beta-lactamase","class D beta-lactamase"
"441","ARO:3001547","OXA-235","ARO:3001676","OXA-360",3,"class D beta-lactamase","class D beta-lactamase"
"442","ARO:3001549","OXA-278","ARO:3001681","OXA-362",3,"class D beta-lactamase","class D beta-lactamase"
"443","ARO:3001550","OXA-278","ARO:3001681","OXA-363",3,"class D beta-lactamase","class D beta-lactamase"
"444","ARO:3001681","OXA-278","ARO:3005339","OXA-646",3,"class D beta-lactamase","class D beta-lactamase"
"445","ARO:3001549","OXA-285","ARO:3001740","OXA-362",3,"class D beta-lactamase","class D beta-lactamase"
"446","ARO:3005339","OXA-285","ARO:3001740","OXA-646",3,"class D beta-lactamase","class D beta-lactamase"
"447","ARO:3001431","OXA-37","ARO:3005937","OXA-732",3,"class D beta-lactamase","class D beta-lactamase"
"448","ARO:3001769","OXA-42","ARO:3003599","OXA-443",3,"class D beta-lactamase","class D beta-lactamase"
"449","ARO:3005734","OXA-427","ARO:3003115","OXA-504",3,"class D beta-lactamase","class D beta-lactamase"
"450","ARO:3008733","OXA-427","ARO:3003115","OXA-956",3,"class D beta-lactamase","class D beta-lactamase"
"451","ARO:3001772","OXA-443","ARO:3003599","OXA-59",3,"class D beta-lactamase","class D beta-lactamase"
"452","ARO:3008786","OXY-10-1","ARO:3008784","OXY-12-1",3,"class A beta-lactamase","class A beta-lactamase"
"453","ARO:3008787","OXY-10-1","ARO:3008784","OXY-12-2",3,"class A beta-lactamase","class A beta-lactamase"
"454","ARO:3006480","PDC-100","ARO:3007085","PRC-1",3,"class C beta-lactamase","class C beta-lactamase"
"455","ARO:3009041","PDC-100","ARO:3006480","RSC1-1",3,"class C beta-lactamase","class C beta-lactamase"
"456","ARO:3009041","PDC-125","ARO:3006501","RSC1-1",3,"class C beta-lactamase","class C beta-lactamase"
"457","ARO:3009041","PDC-320","ARO:3006691","RSC1-1",3,"class C beta-lactamase","class C beta-lactamase"
"458","ARO:3005133","PDC-33","ARO:3006699","PDC-62",3,"class C beta-lactamase","class C beta-lactamase"
"459","ARO:3009007","PEN-A16","ARO:3008993","PEN-A29",3,"class A beta-lactamase","class A beta-lactamase"
"460","ARO:3009024","PEN-A33","ARO:3009012","PEN-B2",3,"class A beta-lactamase","class A beta-lactamase"
"461","ARO:3009026","PEN-A33","ARO:3009012","PEN-B4",3,"class A beta-lactamase","class A beta-lactamase"
"462","ARO:3009032","PNC-1","ARO:3009034","PNC-3",3,"class C beta-lactamase","class C beta-lactamase"
"463","ARO:3003202","RAA-1","ARO:3009035","TLA-1",3,"class A beta-lactamase","class A beta-lactamase"
"464","ARO:3003204","RAA-1","ARO:3009035","TLA-3",3,"class A beta-lactamase","class A beta-lactamase"
"465","ARO:3003894","Rm3","ARO:3007846","SIE-1",3,"class B beta-lactamase","class B beta-lactamase"
"466","ARO:3001071","SHV-12","ARO:3001089","SHV-31",3,"class A beta-lactamase","class A beta-lactamase"
"467","ARO:3009065","SRT-4","ARO:3006999","SST-1",3,"class C beta-lactamase","class C beta-lactamase"
"468","ARO:3004060","Type A NfxB","ARO:3004059","Type B NfxB",3,"efflux pump","efflux pump"
"469","ARO:3002603","aadA2","ARO:3002602","aadA3",3,"ant","ant"
"470","ARO:3002619","aadA22","ARO:3002606","aadA6",3,"ant","ant"
"471","ARO:3002848","arr-3","ARO:3002850","arr-5",3,"rifampin inactivation enzyme","rifampin inactivation enzyme"
"472","ARO:3005111","blaS1","ARO:3008786","OXY-12-1",3,"class A beta-lactamase","class A beta-lactamase"
"473","ARO:3005111","blaS1","ARO:3008787","OXY-12-2",3,"class A beta-lactamase","class A beta-lactamase"
"474","ARO:3003007","bmr","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump",3,"MFS efflux pump","MFS efflux pump"
